# Nacc, Ndble, Tau, delT(iChan), ... V(iChan)
250292, 429, 3.146,   3.148, 3.144,   0.0837, 0.144
250613, 430, 8.05,   0, 8.05,   0, 0.257
250729, 431, 1.1,   1.1, 1.1,   0.126, 0.085
251445, 432, 1.24,   0, 1.24,   0, 0.119
252933, 433, 0.468,   0.468, 0.468,   0.102, 0.143
253250, 434, 0.986,   0, 0.986,   0, 0.0662
253824, 435, 3.056,   3.054, 3.058,   0.159, 0.213
254753, 436, 1.184,   0, 1.184,   0, 0.0881
254798, 437, 1.986,   1.986, 0,   0.238, 0
256767, 438, 1.6,   1.6, 0,   0.204, 0
257134, 439, 3.486,   3.484, 3.488,   0.137, 0.127
257287, 440, 1.768,   1.768, 0,   0.0791, 0
257361, 441, 0.702,   0.702, 0.702,   0.337, 0.196
257545, 442, 2.434,   2.434, 2.434,   0.145, 0.104
257576, 443, 1.2,   0, 1.2,   0, 0.358
257856, 444, 13.29,   13.29, 0,   0.0822, 0
258396, 445, 2.844,   2.844, 2.844,   0.0728, 0.0834
258757, 446, 0.474,   0, 0.474,   0, 0.196
260063, 447, 0.708,   0, 0.708,   0, 0.19
260694, 448, 12.23,   0, 12.23,   0, 0.0834
261249, 449, 2.832,   0, 2.832,   0, 0.132
261486, 450, 4.064,   4.064, 4.064,   0.0837, 0.185
261791, 451, 2.962,   0, 2.962,   0, 0.199
261902, 452, 6.48,   0, 6.48,   0, 0.268
262664, 453, 3.584,   3.584, 3.584,   0.165, 0.21
262742, 454, 2.668,   0, 2.668,   0, 0.313
263249, 455, 3.636,   0, 3.636,   0, 0.358
263659, 456, 0.744,   0.744, 0.744,   0.137, 0.187
264949, 457, 3.772,   3.772, 0,   0.0916, 0
265166, 458, 7.756,   0, 7.756,   0, 0.188
265603, 459, 0.324,   0.324, 0,   0.338, 0
265935, 460, 0.172,   0, 0.172,   0, 0.146
267206, 461, 3.044,   0, 3.044,   0, 0.0772
267268, 462, 7.66,   0, 7.66,   0, 0.358
267502, 463, 4.06,   0, 4.06,   0, 0.182
267911, 464, 1.076,   0, 1.076,   0, 0.13
267927, 465, 2.96,   2.96, 0,   0.104, 0
268348, 466, 2.24,   2.24, 2.24,   0.149, 0.138
269363, 467, 2.164,   2.164, 0,   0.0869, 0
269591, 468, 6.906,   6.908, 6.904,   0.123, 0.219
271843, 469, 1,   1, 1,   0.0853, 0.11
271980, 470, 0.704,   0, 0.704,   0, 0.23
272049, 471, 5.6,   0, 5.6,   0, 0.28
272443, 472, 0.62,   0, 0.62,   0, 0.0725
272773, 473, 2.316,   2.316, 0,   0.109, 0
273541, 474, 0.644,   0, 0.644,   0, 0.0944
273833, 475, 6.036,   6.036, 6.036,   0.0728, 0.118
273901, 476, 2.054,   2.054, 2.054,   0.0884, 0.0881
